,region-centroid-col,region-centroid-row,region-pixel-count,short-line-density-5,short-line-density-2,vedge-mean,vegde-sd,hedge-mean,hedge-sd,intensity-mean,rawred-mean,rawblue-mean,rawgreen-mean,exred-mean,exblue-mean,exgreen-mean,value-mean,saturation-mean,hue-mean,class
585,192.0,24.0,0.0,0.0,0.0,11.0,97.0,35.0,72.0,1251.0,667.0,763.0,670.0,233.0,350.0,137.0,767.0,19.0,612.0,5.0
586,175.0,176.0,0.0,0.0,0.0,93.0,589.0,95.0,670.0,851.0,383.0,512.0,382.0,219.0,441.0,59.0,516.0,673.0,1112.0,4.0
587,137.0,10.0,0.0,0.0,0.0,37.0,330.0,65.0,173.0,1212.0,623.0,749.0,641.0,91.0,509.0,130.0,753.0,135.0,212.0,5.0
588,211.0,57.0,0.0,1.0,0.0,116.0,691.0,85.0,392.0,642.0,303.0,339.0,284.0,364.0,192.0,169.0,344.0,73.0,1393.0,1.0
589,126.0,107.0,0.0,2.0,0.0,91.0,573.0,116.0,1053.0,481.0,192.0,252.0,146.0,343.0,258.0,121.0,254.0,1040.0,1362.0,0.0
590,66.0,107.0,0.0,0.0,0.0,75.0,141.0,94.0,938.0,442.0,180.0,238.0,129.0,351.0,257.0,114.0,240.0,1179.0,1420.0,0.0
591,228.0,93.0,0.0,0.0,0.0,24.0,229.0,104.0,674.0,412.0,146.0,228.0,139.0,282.0,260.0,180.0,230.0,988.0,602.0,6.0
592,19.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,375.0,95.0,258.0,0.0,0.0,1624.0,2.0
593,160.0,127.0,0.0,0.0,0.0,7.0,52.0,5.0,69.0,33.0,4.0,29.0,0.0,354.0,148.0,225.0,29.0,1898.0,1245.0,6.0
594,16.0,7.0,0.0,0.0,0.0,79.0,519.0,72.0,484.0,1189.0,608.0,741.0,629.0,78.0,524.0,130.0,745.0,167.0,178.0,5.0
595,24.0,197.0,0.0,0.0,0.0,165.0,935.0,165.0,890.0,863.0,379.0,529.0,391.0,176.0,480.0,63.0,533.0,814.0,789.0,4.0
596,20.0,218.0,0.0,0.0,0.0,105.0,788.0,94.0,736.0,281.0,101.0,111.0,140.0,315.0,66.0,288.0,149.0,847.0,1774.0,3.0
597,32.0,121.0,0.0,1.0,0.0,74.0,438.0,83.0,411.0,52.0,6.0,38.0,9.0,340.0,155.0,232.0,38.0,1706.0,596.0,2.0
598,200.0,150.0,0.0,0.0,0.0,110.0,221.0,217.0,1146.0,682.0,288.0,401.0,312.0,212.0,347.0,161.0,406.0,658.0,213.0,4.0
599,48.0,84.0,0.0,0.0,0.0,90.0,959.0,107.0,868.0,120.0,20.0,85.0,35.0,295.0,207.0,223.0,84.0,1774.0,241.0,2.0
600,109.0,81.0,0.0,1.0,0.0,95.0,899.0,94.0,888.0,174.0,29.0,114.0,57.0,261.0,231.0,231.0,113.0,1749.0,35.0,2.0
601,224.0,230.0,0.0,0.0,0.0,127.0,719.0,107.0,548.0,255.0,92.0,84.0,141.0,323.0,21.0,325.0,150.0,1410.0,1668.0,3.0
602,141.0,197.0,0.0,0.0,0.0,96.0,781.0,98.0,503.0,384.0,138.0,134.0,214.0,291.0,6.0,369.0,223.0,1307.0,1702.0,3.0
603,38.0,127.0,0.0,0.0,0.0,75.0,209.0,96.0,579.0,848.0,384.0,503.0,388.0,226.0,415.0,79.0,507.0,451.0,1049.0,1.0
604,27.0,177.0,0.0,0.0,0.0,84.0,564.0,146.0,1080.0,576.0,231.0,305.0,225.0,292.0,264.0,166.0,309.0,420.0,826.0,4.0
605,246.0,92.0,0.0,0.0,0.0,65.0,240.0,68.0,391.0,626.0,258.0,360.0,259.0,244.0,346.0,130.0,364.0,831.0,761.0,1.0
606,61.0,211.0,0.0,0.0,0.0,108.0,955.0,82.0,748.0,158.0,44.0,42.0,84.0,327.0,45.0,297.0,93.0,1605.0,1683.0,3.0
607,65.0,149.0,0.0,0.0,0.0,119.0,901.0,103.0,135.0,484.0,162.0,275.0,156.0,250.0,322.0,148.0,277.0,1244.0,645.0,1.0
608,179.0,151.0,0.0,0.0,0.0,122.0,957.0,223.0,1051.0,678.0,287.0,396.0,312.0,218.0,332.0,170.0,401.0,522.0,220.0,4.0
609,58.0,85.0,0.0,0.0,0.0,31.0,164.0,27.0,57.0,1092.0,563.0,669.0,545.0,158.0,528.0,34.0,673.0,173.0,815.0,5.0
610,28.0,74.0,0.0,0.0,0.0,115.0,813.0,96.0,832.0,98.0,19.0,61.0,30.0,322.0,166.0,238.0,60.0,1754.0,138.0,2.0
611,89.0,105.0,0.0,0.0,0.0,81.0,378.0,73.0,448.0,389.0,105.0,257.0,121.0,187.0,379.0,154.0,259.0,1612.0,391.0,2.0
612,16.0,87.0,0.0,1.0,0.0,43.0,305.0,32.0,283.0,41.0,3.0,26.0,12.0,343.0,131.0,253.0,26.0,1859.0,59.0,2.0
613,169.0,102.0,0.0,0.0,0.0,115.0,270.0,70.0,254.0,558.0,215.0,295.0,218.0,267.0,266.0,189.0,298.0,646.0,437.0,6.0
614,250.0,71.0,0.0,0.0,0.0,73.0,163.0,43.0,153.0,648.0,279.0,379.0,277.0,258.0,345.0,117.0,384.0,670.0,1055.0,1.0
615,162.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,375.0,95.0,258.0,0.0,0.0,1624.0,6.0
616,30.0,51.0,0.0,0.0,0.0,94.0,372.0,85.0,405.0,444.0,183.0,237.0,129.0,358.0,253.0,112.0,239.0,1193.0,1398.0,0.0
617,107.0,133.0,0.0,0.0,0.0,16.0,43.0,5.0,15.0,26.0,0.0,26.0,0.0,349.0,146.0,232.0,26.0,1898.0,791.0,2.0
618,37.0,30.0,0.0,1.0,0.0,93.0,606.0,82.0,609.0,474.0,185.0,259.0,139.0,329.0,286.0,107.0,261.0,1273.0,1330.0,0.0
619,228.0,93.0,0.0,0.0,0.0,24.0,229.0,104.0,674.0,412.0,146.0,228.0,139.0,282.0,260.0,180.0,230.0,988.0,602.0,6.0
620,78.0,36.0,0.0,1.0,0.0,40.0,131.0,65.0,457.0,1202.0,622.0,738.0,633.0,107.0,495.0,125.0,742.0,111.0,266.0,5.0
621,200.0,75.0,0.0,0.0,1.0,195.0,1069.0,194.0,1152.0,277.0,79.0,176.0,92.0,250.0,264.0,208.0,174.0,1662.0,150.0,2.0
622,179.0,105.0,0.0,0.0,0.0,118.0,591.0,73.0,331.0,610.0,246.0,339.0,245.0,265.0,316.0,139.0,344.0,722.0,879.0,1.0
623,250.0,184.0,0.0,0.0,0.0,111.0,695.0,122.0,709.0,753.0,335.0,446.0,340.0,234.0,387.0,99.0,450.0,496.0,943.0,4.0
624,104.0,99.0,0.0,0.0,0.0,24.0,36.0,87.0,736.0,101.0,39.0,57.0,18.0,378.0,151.0,198.0,56.0,1727.0,1459.0,0.0
625,160.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,375.0,95.0,258.0,0.0,0.0,1624.0,6.0
626,228.0,13.0,0.0,0.0,0.0,93.0,469.0,70.0,423.0,780.0,334.0,466.0,359.0,190.0,412.0,118.0,470.0,711.0,519.0,1.0
627,239.0,15.0,0.0,0.0,0.0,79.0,442.0,53.0,50.0,1252.0,666.0,766.0,675.0,216.0,348.0,156.0,770.0,25.0,449.0,5.0
628,95.0,108.0,0.0,0.0,0.0,12.0,27.0,21.0,48.0,39.0,0.0,38.0,1.0,336.0,168.0,222.0,38.0,1898.0,724.0,2.0
629,96.0,105.0,0.0,0.0,0.0,43.0,61.0,21.0,48.0,157.0,68.0,76.0,35.0,395.0,143.0,184.0,76.0,1520.0,1502.0,0.0
630,206.0,203.0,0.0,0.0,0.0,124.0,683.0,98.0,575.0,505.0,161.0,199.0,257.0,221.0,68.0,370.0,269.0,1145.0,1865.0,3.0
631,28.0,114.0,0.0,0.0,0.0,16.0,15.0,32.0,42.0,138.0,65.0,62.0,31.0,407.0,122.0,193.0,65.0,1479.0,1564.0,0.0
632,23.0,47.0,0.0,0.0,0.0,62.0,46.0,74.0,723.0,438.0,178.0,238.0,126.0,350.0,262.0,110.0,240.0,1283.0,1371.0,0.0
633,9.0,179.0,0.0,0.0,0.0,112.0,974.0,98.0,780.0,608.0,248.0,336.0,242.0,277.0,307.0,136.0,341.0,680.0,1085.0,4.0
634,75.0,187.0,0.0,0.0,0.0,93.0,493.0,77.0,257.0,301.0,108.0,106.0,165.0,309.0,25.0,335.0,173.0,1153.0,1685.0,3.0
635,211.0,149.0,0.0,0.0,0.0,84.0,519.0,75.0,608.0,493.0,159.0,205.0,243.0,227.0,99.0,337.0,250.0,996.0,1903.0,3.0
636,53.0,122.0,0.0,0.0,0.0,88.0,443.0,18.0,100.0,125.0,33.0,81.0,31.0,329.0,190.0,206.0,80.0,1660.0,959.0,6.0
637,158.0,105.0,0.0,1.0,0.0,18.0,123.0,90.0,441.0,575.0,227.0,310.0,226.0,263.0,286.0,173.0,314.0,729.0,539.0,6.0
638,43.0,68.0,0.0,0.0,0.0,18.0,123.0,44.0,122.0,1065.0,518.0,659.0,543.0,35.0,578.0,124.0,663.0,321.0,124.0,5.0
639,96.0,10.0,0.0,0.0,0.0,66.0,263.0,73.0,358.0,1208.0,614.0,748.0,641.0,75.0,516.0,143.0,752.0,161.0,125.0,5.0
640,128.0,80.0,0.0,0.0,1.0,231.0,1080.0,252.0,1172.0,713.0,308.0,410.0,340.0,217.0,313.0,190.0,414.0,922.0,255.0,2.0
641,30.0,31.0,0.0,1.0,0.0,81.0,290.0,57.0,305.0,1210.0,627.0,739.0,639.0,115.0,481.0,131.0,743.0,84.0,269.0,5.0
642,132.0,56.0,0.0,0.0,0.0,83.0,541.0,91.0,476.0,546.0,222.0,301.0,171.0,320.0,323.0,77.0,305.0,1255.0,1333.0,0.0
643,83.0,123.0,0.0,0.0,0.0,18.0,34.0,36.0,34.0,55.0,9.0,42.0,6.0,345.0,163.0,219.0,41.0,1822.0,1108.0,6.0
644,190.0,36.0,0.0,0.0,0.0,19.0,143.0,68.0,112.0,1245.0,658.0,764.0,669.0,193.0,373.0,154.0,768.0,37.0,389.0,5.0
645,102.0,114.0,0.0,0.0,0.0,67.0,366.0,48.0,258.0,47.0,4.0,35.0,9.0,339.0,151.0,237.0,35.0,1862.0,436.0,2.0
646,147.0,181.0,0.0,1.0,0.0,138.0,716.0,143.0,917.0,899.0,407.0,540.0,408.0,204.0,459.0,56.0,544.0,607.0,1032.0,4.0
647,44.0,100.0,0.0,0.0,0.0,24.0,128.0,65.0,317.0,335.0,109.0,208.0,98.0,270.0,295.0,156.0,209.0,1427.0,774.0,6.0
648,111.0,190.0,0.0,0.0,0.0,115.0,520.0,110.0,611.0,447.0,149.0,180.0,228.0,250.0,73.0,345.0,237.0,1009.0,1863.0,3.0
649,238.0,21.0,0.0,0.0,0.0,52.0,66.0,77.0,467.0,1135.0,581.0,712.0,595.0,87.0,530.0,111.0,716.0,184.0,280.0,5.0
650,244.0,129.0,0.0,0.0,0.0,4.0,96.0,26.0,288.0,11.0,2.0,7.0,2.0,370.0,104.0,253.0,7.0,258.0,791.0,6.0
651,24.0,7.0,0.0,0.0,0.0,37.0,29.0,20.0,109.0,1120.0,559.0,697.0,572.0,77.0,567.0,83.0,701.0,231.0,348.0,5.0
652,141.0,89.0,0.0,0.0,0.0,38.0,87.0,74.0,375.0,468.0,194.0,247.0,135.0,363.0,257.0,102.0,249.0,1215.0,1416.0,0.0
653,141.0,100.0,0.0,0.0,0.0,75.0,184.0,21.0,97.0,561.0,217.0,301.0,218.0,262.0,282.0,178.0,305.0,775.0,496.0,6.0
654,203.0,183.0,0.0,0.0,0.0,111.0,659.0,146.0,875.0,671.0,299.0,390.0,295.0,266.0,323.0,131.0,395.0,416.0,973.0,4.0
655,237.0,14.0,0.0,0.0,0.0,15.0,78.0,60.0,335.0,1126.0,564.0,703.0,587.0,60.0,552.0,125.0,707.0,228.0,157.0,5.0
656,115.0,192.0,0.0,0.0,0.0,121.0,664.0,106.0,606.0,405.0,138.0,157.0,215.0,265.0,49.0,352.0,224.0,1053.0,1794.0,3.0
657,13.0,123.0,0.0,0.0,0.0,16.0,15.0,12.0,10.0,123.0,61.0,56.0,26.0,410.0,119.0,193.0,62.0,1595.0,1575.0,0.0
658,68.0,48.0,0.0,0.0,0.0,81.0,415.0,90.0,539.0,506.0,201.0,269.0,149.0,343.0,279.0,100.0,271.0,1167.0,1367.0,0.0
659,66.0,53.0,0.0,0.0,0.0,100.0,702.0,96.0,878.0,474.0,196.0,251.0,136.0,362.0,262.0,98.0,253.0,1246.0,1412.0,0.0
660,109.0,178.0,0.0,0.0,0.0,72.0,289.0,70.0,465.0,268.0,97.0,83.0,155.0,320.0,5.0,349.0,164.0,1449.0,1646.0,3.0
661,139.0,177.0,0.0,0.0,0.0,98.0,700.0,108.0,759.0,954.0,429.0,573.0,437.0,181.0,484.0,53.0,577.0,560.0,857.0,4.0
662,207.0,54.0,0.0,0.0,0.0,83.0,502.0,253.0,1090.0,880.0,414.0,490.0,428.0,266.0,297.0,158.0,494.0,170.0,1215.0,1.0
663,41.0,122.0,0.0,0.0,0.0,78.0,655.0,102.0,851.0,67.0,11.0,45.0,17.0,335.0,156.0,236.0,44.0,1813.0,487.0,6.0
664,126.0,109.0,0.0,0.0,0.0,24.0,200.0,36.0,214.0,41.0,1.0,37.0,3.0,337.0,164.0,226.0,37.0,1895.0,661.0,2.0
665,69.0,60.0,0.0,1.0,0.0,100.0,634.0,104.0,680.0,482.0,195.0,258.0,138.0,351.0,275.0,96.0,260.0,1281.0,1387.0,0.0
666,216.0,197.0,0.0,0.0,0.0,108.0,713.0,101.0,749.0,334.0,113.0,130.0,177.0,283.0,55.0,330.0,185.0,1102.0,1790.0,3.0
667,66.0,60.0,0.0,0.0,0.0,90.0,395.0,77.0,80.0,1193.0,618.0,732.0,633.0,106.0,485.0,136.0,736.0,108.0,210.0,5.0
668,62.0,208.0,0.0,0.0,0.0,121.0,1032.0,121.0,1005.0,190.0,59.0,58.0,92.0,331.0,52.0,286.0,103.0,1422.0,1697.0,3.0
669,67.0,92.0,0.0,0.0,0.0,38.0,245.0,68.0,403.0,56.0,1.0,51.0,6.0,320.0,188.0,218.0,50.0,1897.0,523.0,2.0
670,227.0,80.0,0.0,0.0,0.0,43.0,61.0,68.0,110.0,65.0,4.0,56.0,11.0,316.0,189.0,220.0,55.0,1873.0,461.0,2.0
671,232.0,200.0,0.0,1.0,0.0,112.0,962.0,82.0,601.0,323.0,111.0,137.0,155.0,294.0,91.0,283.0,164.0,877.0,1886.0,3.0
672,28.0,89.0,0.0,0.0,0.0,102.0,534.0,101.0,896.0,432.0,186.0,223.0,126.0,381.0,223.0,118.0,225.0,1056.0,1465.0,0.0
673,168.0,91.0,0.0,0.0,0.0,72.0,129.0,54.0,75.0,901.0,421.0,523.0,416.0,246.0,396.0,78.0,527.0,334.0,1188.0,1.0
674,179.0,168.0,0.0,0.0,0.0,103.0,764.0,136.0,1029.0,624.0,262.0,354.0,260.0,263.0,320.0,137.0,359.0,639.0,850.0,4.0
675,56.0,82.0,0.0,0.0,0.0,16.0,149.0,5.0,39.0,372.0,118.0,236.0,108.0,248.0,335.0,137.0,238.0,1455.0,736.0,6.0
676,95.0,112.0,0.0,0.0,0.0,81.0,43.0,85.0,680.0,455.0,132.0,290.0,130.0,190.0,425.0,103.0,293.0,1547.0,604.0,1.0
677,80.0,111.0,0.0,0.0,1.0,182.0,1055.0,141.0,1111.0,157.0,30.0,102.0,47.0,286.0,218.0,220.0,101.0,1782.0,184.0,2.0
678,101.0,39.0,0.0,0.0,0.0,89.0,457.0,73.0,358.0,943.0,417.0,567.0,435.0,164.0,485.0,69.0,571.0,675.0,670.0,1.0
679,181.0,175.0,0.0,1.0,0.0,132.0,684.0,84.0,480.0,766.0,343.0,454.0,339.0,249.0,396.0,75.0,458.0,674.0,1211.0,4.0
680,207.0,23.0,0.0,0.0,0.0,91.0,617.0,16.0,166.0,298.0,96.0,186.0,92.0,276.0,266.0,180.0,184.0,1409.0,572.0,6.0
681,48.0,137.0,0.0,0.0,0.0,51.0,82.0,170.0,1101.0,332.0,107.0,151.0,158.0,268.0,119.0,280.0,170.0,1110.0,1921.0,3.0
682,171.0,172.0,0.0,0.0,0.0,116.0,608.0,128.0,836.0,875.0,395.0,526.0,393.0,216.0,453.0,50.0,530.0,677.0,1152.0,4.0
683,148.0,81.0,0.0,0.0,0.0,79.0,236.0,95.0,911.0,501.0,205.0,264.0,145.0,360.0,269.0,93.0,266.0,1207.0,1404.0,0.0
684,91.0,78.0,0.0,0.0,0.0,98.0,511.0,70.0,399.0,912.0,400.0,557.0,414.0,162.0,501.0,55.0,561.0,795.0,744.0,1.0
685,168.0,55.0,0.0,0.0,0.0,98.0,694.0,58.0,127.0,818.0,375.0,466.0,372.0,272.0,347.0,101.0,470.0,302.0,1230.0,1.0
686,95.0,119.0,0.0,0.0,0.0,27.0,184.0,70.0,238.0,61.0,4.0,45.0,16.0,322.0,164.0,241.0,44.0,1867.0,144.0,2.0
687,149.0,147.0,0.0,0.0,0.0,101.0,597.0,74.0,126.0,194.0,63.0,110.0,54.0,336.0,194.0,195.0,109.0,1444.0,1248.0,1.0
688,90.0,104.0,0.0,1.0,0.0,91.0,551.0,125.0,807.0,416.0,183.0,211.0,123.0,389.0,205.0,128.0,212.0,986.0,1481.0,0.0
689,107.0,119.0,0.0,0.0,0.0,67.0,253.0,65.0,246.0,157.0,76.0,65.0,38.0,419.0,110.0,193.0,75.0,1441.0,1608.0,0.0
690,162.0,169.0,0.0,0.0,0.0,93.0,487.0,198.0,1128.0,581.0,235.0,304.0,232.0,296.0,251.0,176.0,308.0,252.0,474.0,4.0
691,188.0,28.0,0.0,0.0,0.0,73.0,242.0,41.0,205.0,1168.0,607.0,727.0,611.0,109.0,518.0,100.0,731.0,137.0,377.0,5.0
692,206.0,47.0,0.0,0.0,0.0,50.0,124.0,53.0,205.0,1084.0,537.0,669.0,559.0,57.0,556.0,122.0,673.0,250.0,163.0,5.0
693,230.0,112.0,0.0,0.0,0.0,38.0,27.0,12.0,34.0,137.0,64.0,62.0,31.0,405.0,123.0,194.0,65.0,1483.0,1547.0,0.0
694,146.0,182.0,0.0,0.0,0.0,174.0,867.0,175.0,977.0,821.0,368.0,480.0,371.0,235.0,391.0,94.0,484.0,414.0,834.0,4.0
695,157.0,175.0,0.0,0.0,0.0,62.0,121.0,77.0,620.0,251.0,83.0,97.0,132.0,301.0,64.0,303.0,141.0,1254.0,1793.0,3.0
696,13.0,60.0,0.0,0.0,0.0,207.0,1007.0,249.0,1073.0,597.0,226.0,329.0,251.0,205.0,313.0,202.0,334.0,1065.0,84.0,2.0
697,105.0,54.0,0.0,2.0,0.0,102.0,602.0,94.0,335.0,938.0,423.0,558.0,434.0,187.0,460.0,72.0,562.0,488.0,800.0,1.0
698,225.0,72.0,0.0,0.0,0.0,62.0,221.0,66.0,169.0,1014.0,474.0,624.0,484.0,3.0,632.0,4.0,628.0,961.0,428.0,5.0
699,64.0,59.0,0.0,0.0,0.0,37.0,54.0,68.0,196.0,1102.0,566.0,667.0,562.0,149.0,494.0,76.0,671.0,131.0,552.0,5.0
700,132.0,130.0,0.0,0.0,0.0,3.0,52.0,3.0,40.0,2.0,0.0,2.0,0.0,373.0,98.0,256.0,2.0,220.0,791.0,6.0
701,126.0,70.0,0.0,0.0,0.0,227.0,1075.0,250.0,1170.0,693.0,281.0,404.0,334.0,169.0,336.0,216.0,408.0,970.0,28.0,2.0
702,160.0,165.0,0.0,0.0,0.0,16.0,43.0,69.0,113.0,270.0,90.0,106.0,141.0,297.0,66.0,305.0,150.0,1130.0,1804.0,3.0
703,65.0,149.0,0.0,0.0,0.0,119.0,901.0,103.0,135.0,484.0,162.0,275.0,156.0,250.0,322.0,148.0,277.0,1244.0,645.0,1.0
704,31.0,226.0,0.0,0.0,0.0,81.0,576.0,94.0,591.0,253.0,87.0,84.0,143.0,311.0,24.0,334.0,152.0,1392.0,1681.0,3.0
705,169.0,148.0,0.0,1.0,0.0,103.0,546.0,80.0,462.0,429.0,181.0,196.0,157.0,370.0,143.0,214.0,196.0,54.0,1431.0,1.0
706,211.0,225.0,0.0,0.0,0.0,96.0,553.0,95.0,805.0,225.0,69.0,87.0,111.0,302.0,80.0,287.0,122.0,1333.0,1846.0,3.0
707,51.0,159.0,0.0,0.0,0.0,28.0,184.0,57.0,118.0,524.0,179.0,221.0,259.0,231.0,93.0,341.0,271.0,923.0,1896.0,3.0
708,111.0,103.0,0.0,0.0,0.0,43.0,14.0,32.0,6.0,122.0,59.0,55.0,28.0,405.0,117.0,200.0,59.0,1491.0,1576.0,0.0
709,85.0,129.0,0.0,0.0,0.0,162.0,933.0,109.0,783.0,221.0,54.0,136.0,72.0,269.0,230.0,224.0,132.0,1655.0,67.0,2.0
710,69.0,111.0,0.0,0.0,0.0,132.0,900.0,129.0,907.0,415.0,160.0,219.0,137.0,321.0,231.0,171.0,233.0,1104.0,1458.0,2.0
711,1.0,33.0,0.0,0.0,0.0,101.0,750.0,96.0,550.0,389.0,155.0,220.0,110.0,337.0,264.0,121.0,222.0,1365.0,1342.0,0.0
712,229.0,30.0,0.0,0.0,0.0,63.0,292.0,86.0,480.0,1136.0,581.0,718.0,593.0,86.0,549.0,92.0,722.0,199.0,339.0,5.0
713,185.0,151.0,0.0,0.0,0.0,89.0,252.0,221.0,1130.0,712.0,302.0,422.0,327.0,196.0,373.0,151.0,426.0,641.0,108.0,4.0
714,80.0,147.0,0.0,0.0,0.0,115.0,479.0,75.0,607.0,440.0,150.0,252.0,143.0,260.0,302.0,158.0,254.0,1188.0,630.0,1.0
715,39.0,24.0,0.0,0.0,0.0,44.0,78.0,66.0,232.0,996.0,462.0,604.0,469.0,169.0,511.0,38.0,608.0,490.0,855.0,1.0
716,234.0,185.0,0.0,0.0,0.0,90.0,528.0,93.0,454.0,748.0,330.0,444.0,337.0,227.0,392.0,101.0,448.0,548.0,854.0,4.0
717,160.0,78.0,0.0,0.0,0.0,150.0,942.0,4.0,70.0,76.0,26.0,34.0,24.0,369.0,112.0,246.0,34.0,10.0,1285.0,6.0
718,238.0,149.0,0.0,0.0,0.0,94.0,404.0,159.0,950.0,724.0,305.0,442.0,319.0,180.0,440.0,98.0,446.0,940.0,570.0,4.0
719,57.0,117.0,0.0,1.0,0.0,117.0,622.0,97.0,587.0,342.0,90.0,226.0,108.0,203.0,341.0,176.0,228.0,1637.0,262.0,2.0
720,216.0,119.0,0.0,0.0,0.0,104.0,767.0,75.0,153.0,449.0,141.0,277.0,135.0,224.0,371.0,125.0,279.0,1448.0,656.0,1.0
721,39.0,62.0,0.0,1.0,0.0,83.0,463.0,80.0,761.0,432.0,176.0,234.0,125.0,352.0,256.0,115.0,236.0,1247.0,1382.0,0.0
722,183.0,80.0,0.0,0.0,0.0,79.0,141.0,12.0,25.0,508.0,159.0,295.0,163.0,205.0,379.0,136.0,298.0,1429.0,498.0,6.0
723,26.0,123.0,0.0,0.0,0.0,75.0,430.0,80.0,429.0,200.0,33.0,143.0,58.0,239.0,283.0,200.0,139.0,1762.0,201.0,2.0
724,149.0,141.0,0.0,0.0,0.0,3.0,5.0,90.0,892.0,37.0,9.0,21.0,7.0,365.0,120.0,242.0,21.0,1495.0,1121.0,6.0
725,104.0,128.0,0.0,0.0,0.0,10.0,31.0,48.0,178.0,145.0,68.0,65.0,32.0,409.0,124.0,189.0,67.0,1484.0,1555.0,0.0
726,241.0,78.0,0.0,0.0,0.0,24.0,200.0,58.0,189.0,48.0,7.0,37.0,5.0,347.0,156.0,224.0,37.0,1843.0,991.0,6.0
727,71.0,107.0,0.0,0.0,0.0,10.0,14.0,22.0,27.0,128.0,59.0,60.0,29.0,399.0,126.0,197.0,63.0,1518.0,1535.0,0.0
728,70.0,102.0,0.0,0.0,0.0,43.0,75.0,36.0,34.0,128.0,64.0,57.0,27.0,414.0,117.0,191.0,63.0,1588.0,1592.0,0.0
729,24.0,105.0,0.0,0.0,0.0,67.0,43.0,140.0,842.0,337.0,152.0,177.0,92.0,392.0,195.0,133.0,186.0,1341.0,1518.0,0.0
730,59.0,41.0,0.0,0.0,0.0,44.0,255.0,42.0,287.0,1093.0,555.0,679.0,554.0,101.0,553.0,72.0,683.0,217.0,451.0,5.0
731,32.0,138.0,0.0,0.0,0.0,28.0,83.0,36.0,34.0,127.0,37.0,78.0,32.0,339.0,180.0,207.0,77.0,1584.0,1187.0,0.0
732,99.0,183.0,0.0,0.0,0.0,91.0,778.0,112.0,545.0,951.0,431.0,571.0,434.0,192.0,479.0,47.0,575.0,561.0,988.0,4.0
733,168.0,125.0,0.0,0.0,0.0,10.0,15.0,48.0,53.0,54.0,6.0,44.0,6.0,337.0,169.0,220.0,43.0,1828.0,791.0,6.0
734,172.0,56.0,0.0,0.0,0.0,75.0,503.0,5.0,97.0,20.0,7.0,10.0,3.0,376.0,104.0,247.0,10.0,238.0,1467.0,6.0
735,47.0,68.0,0.0,0.0,0.0,93.0,644.0,69.0,503.0,126.0,16.0,95.0,35.0,277.0,229.0,217.0,94.0,1804.0,209.0,2.0
736,98.0,96.0,0.0,1.0,0.0,88.0,680.0,114.0,719.0,386.0,173.0,202.0,108.0,392.0,210.0,118.0,203.0,1162.0,1488.0,0.0
737,202.0,122.0,0.0,0.0,0.0,3.0,5.0,3.0,3.0,16.0,0.0,16.0,0.0,359.0,126.0,242.0,16.0,1898.0,791.0,6.0
738,205.0,122.0,0.0,0.0,0.0,2.0,40.0,2.0,33.0,10.0,0.0,10.0,0.0,365.0,114.0,248.0,10.0,1898.0,791.0,6.0
739,248.0,76.0,0.0,0.0,0.0,43.0,75.0,26.0,107.0,235.0,60.0,173.0,63.0,254.0,314.0,152.0,171.0,1693.0,646.0,6.0
740,38.0,6.0,0.0,0.0,0.0,75.0,464.0,55.0,327.0,1004.0,465.0,608.0,476.0,164.0,518.0,36.0,612.0,468.0,851.0,1.0
741,43.0,176.0,0.0,0.0,0.0,84.0,123.0,48.0,420.0,318.0,118.0,115.0,164.0,321.0,33.0,314.0,172.0,950.0,1679.0,3.0
742,70.0,186.0,0.0,0.0,0.0,113.0,645.0,136.0,698.0,862.0,384.0,522.0,385.0,204.0,465.0,50.0,526.0,767.0,1064.0,4.0
743,117.0,169.0,0.0,0.0,0.0,96.0,559.0,110.0,435.0,768.0,346.0,448.0,347.0,255.0,369.0,96.0,452.0,434.0,1157.0,4.0
744,191.0,151.0,0.0,0.0,0.0,105.0,720.0,232.0,1169.0,662.0,278.0,387.0,305.0,213.0,330.0,177.0,399.0,704.0,8.0,4.0
745,117.0,27.0,0.0,0.0,0.0,50.0,247.0,53.0,432.0,1176.0,603.0,738.0,619.0,80.0,534.0,115.0,742.0,180.0,248.0,5.0
746,75.0,127.0,0.0,0.0,2.0,124.0,886.0,151.0,744.0,343.0,88.0,216.0,121.0,196.0,310.0,214.0,218.0,1632.0,45.0,2.0
747,142.0,13.0,0.0,0.0,0.0,81.0,397.0,53.0,451.0,1218.0,632.0,738.0,646.0,116.0,463.0,148.0,742.0,74.0,183.0,5.0
748,137.0,105.0,0.0,0.0,0.0,31.0,43.0,16.0,48.0,155.0,68.0,74.0,33.0,399.0,141.0,182.0,74.0,1545.0,1507.0,0.0
749,71.0,100.0,0.0,0.0,0.0,24.0,108.0,57.0,522.0,35.0,0.0,32.0,3.0,340.0,155.0,232.0,32.0,1898.0,639.0,2.0
750,94.0,130.0,0.0,0.0,0.0,43.0,75.0,36.0,34.0,42.0,1.0,33.0,8.0,336.0,151.0,240.0,33.0,1893.0,330.0,2.0
